"[1, 12.074278546763981, 0.1736102564102564]"
"[2, 15.608495235701936, 0.1807128205128205]"
"[3, 17.31039039834959, 0.16244615384615385]"
"[4, 18.215016429185862, 0.1724923076923077]"
"[5, 18.847159462926317, 0.16754871794871795]"
"[6, 19.233492948173378, 0.17961538461538462]"
"[7, 19.486478402231256, 0.18573333333333333]"
"[8, 19.674279191793726, 0.19183076923076922]"
"[9, 19.78339889270851, 0.1745846153846154]"
"[10, 19.87167600265605, 0.1806051282051282]"
"[11, 20.08938008708381, 0.18672307692307694]"
"[12, 20.232771289427774, 0.16843589743589743]"
"[13, 20.34061507360056, 0.18164102564102563]"
"[14, 20.315416675605046, 0.16437948717948717]"
"[15, 20.285888119675562, 0.18883333333333333]"
"[16, 20.232993457682642, 0.18771794871794872]"
"[17, 20.19516688474147, 0.16843589743589743]"
"[18, 20.289888017665728, 0.17758974358974358]"
"[19, 20.29596104500058, 0.18874615384615384]"
"[20, 20.31046715496189, 0.17654871794871796]"
"[21, 20.36689210391596, 0.18569230769230768]"
"[22, 20.375653890622285, 0.16738461538461538]"
"[23, 20.431044100971285, 0.17556410256410257]"
"[24, 20.494279029125085, 0.18874615384615384]"
"[25, 20.519928195025667, 0.1745205128205128]"
"[26, 20.550114173667986, 0.18164102564102563]"
"[27, 20.567841539864016, 0.16332307692307693]"
"[28, 20.61401392692597, 0.17863076923076923]"
"[29, 20.629521466475378, 0.18771794871794872]"
"[30, 20.653302511262588, 0.17046410256410258]"
"[31, 20.690019951964672, 0.18156923076923076]"
"[32, 20.683280353613426, 0.16417179487179487]"
"[33, 20.711466055894597, 0.18053846153846154]"
"[34, 20.735864183504916, 0.15804102564102565]"
"[35, 20.754676814399048, 0.16626923076923078]"
"[36, 20.765399952274187, 0.1519102564102564]"
"[37, 20.79165480668219, 0.1652205128205128]"
"[38, 20.82418507702729, 0.1723846153846154]"
"[39, 20.82230022081871, 0.15909743589743588]"
"[40, 20.843680628539797, 0.16935384615384616]"
"[41, 20.86803828776049, 0.18466153846153846]"
"[42, 20.866062483755314, 0.16626923076923078]"
"[43, 20.885267052583767, 0.17243333333333333]"
"[44, 20.900588961179768, 0.15917435897435897]"
"[45, 20.910851440846344, 0.1704]"
"[46, 20.914306335012345, 0.18566153846153846]"
"[47, 20.873650196527638, 0.16528205128205128]"
"[48, 20.82200082683587, 0.1755076923076923]"
"[49, 20.765110410634716, 0.18263333333333334]"
"[50, 20.68908286957662, 0.1704]"
"[51, 20.62636556145432, 0.18263333333333334]"
"[52, 20.570344039597437, 0.18668974358974358]"
"[53, 20.510789478282334, 0.17243333333333333]"
"[54, 20.46421544230834, 0.1806051282051282]"
"[55, 20.4276626504974, 0.16738461538461538]"
"[56, 20.425604180557038, 0.1755076923076923]"
"[57, 20.432620958965273, 0.2529]"
"[58, 20.428751833906073, 0.16738461538461538]"
"[59, 20.449099897053223, 0.18263333333333334]"
"[60, 20.469482594253098, 0.16535384615384616]"
"[61, 20.488714852246442, 0.1694153846153846]"
"[62, 20.50765283308979, 0.18569230769230768]"
"[63, 20.52568171395524, 0.18771794871794872]"
"[64, 20.529632988169077, 0.17753846153846153]"
"[65, 20.53951004641945, 0.1643]"
"[66, 20.56021519027326, 0.1694153846153846]"
"[67, 20.56880102770326, 0.17956923076923076]"
"[68, 20.580677977773654, 0.16836666666666666]"
"[69, 20.601719907217017, 0.17144615384615386]"
"[70, 20.607574189266508, 0.18366666666666667]"
"[71, 20.615962069301155, 0.16843589743589743]"
"[72, 20.633040303563604, 0.1898153846153846]"
"[73, 20.627783805962405, 0.16851538461538462]"
"[74, 20.641910990182986, 0.16053333333333333]"
"[75, 20.659711224433043, 0.16552820512820512]"
"[76, 20.669537728916318, 0.16244615384615385]"
"[77, 20.675588735151617, 0.16966153846153847]"
"[78, 20.68308888603411, 0.16552820512820512]"
"[79, 20.69430818508612, 0.18078205128205127]"
"[80, 20.695631838955077, 0.1616]"
"[81, 20.708315842227634, 0.1778051282051282]"
"[82, 20.714347580655986, 0.1827948717948718]"
"[83, 20.707582243406236, 0.19183076923076922]"
"[84, 20.703414018850975, 0.1635076923076923]"
"[85, 20.699917712956523, 0.17869487179487178]"
"[86, 20.692759335224572, 0.19183076923076922]"
"[87, 20.68243738705091, 0.16754871794871795]"
"[88, 20.68711605589256, 0.18376923076923077]"
"[89, 20.69057466443782, 0.19183076923076922]"
"[90, 20.69541095473484, 0.17158974358974358]"
"[91, 20.70932817096056, 0.1898153846153846]"
"[92, 20.714867681981392, 0.16956923076923078]"
"[93, 20.728535048453438, 0.17563076923076923]"
"[94, 20.74606552062875, 0.18676666666666666]"
"[95, 20.757037942281272, 0.16543589743589743]"
"[96, 20.76443233852404, 0.1766076923076923]"
"[97, 20.781535935255192, 0.18775384615384616]"
"[98, 20.792405798679486, 0.17053846153846153]"
"[99, 20.796118914854738, 0.17863076923076923]"
"[100, 20.809201235030258, 0.18775384615384616]"
"[101, 20.81268428562967, 0.16746153846153847]"
"[102, 20.811840446378888, 0.18267692307692307]"
"[103, 20.81821156666505, 0.18878461538461538]"
"[104, 20.820505213362747, 0.17353846153846153]"
"[105, 20.82026496801153, 0.19285897435897437]"
"[106, 20.817751524541883, 0.16746153846153847]"
"[107, 20.817920667949924, 0.17563076923076923]"
"[108, 20.814852188514838, 0.189774358974359]"
"[109, 20.815522971920444, 0.16843589743589743]"
"[110, 20.82262644135285, 0.17758974358974358]"
"[111, 20.827992772248685, 0.18874615384615384]"
"[112, 20.832316324140763, 0.16948717948717948]"
"[113, 20.838044432021665, 0.18164102564102563]"
"[114, 20.848570468387642, 0.16032307692307693]"
"[115, 20.856151108727047, 0.16738461538461538]"
"[116, 20.867638511768956, 0.18164102564102563]"
"[117, 20.877765314663925, 0.18668974358974358]"
"[118, 20.884953349518643, 0.16528205128205128]"
"[119, 20.897186763060454, 0.18263333333333334]"
"[120, 20.904733523267936, 0.18668974358974358]"
"[121, 20.90495337485608, 0.17243333333333333]"
"[122, 20.90844485060908, 0.18566153846153846]"
"[123, 20.910104655073802, 0.16738461538461538]"
"[124, 20.912093963974517, 0.17347692307692308]"
"[125, 20.918648122156807, 0.18566153846153846]"
"[126, 20.9172936021331, 0.16731794871794872]"
"[127, 20.916058012580873, 0.1755076923076923]"
"[128, 20.922077357419585, 0.18463333333333334]"
"[129, 20.918828572194435, 0.1683076923076923]"
"[130, 20.91811084968747, 0.18466153846153846]"
"[131, 20.915574817114656, 0.1612102564102564]"
"[132, 20.921860662325827, 0.18463333333333334]"
"[133, 20.915805516473984, 0.17857692307692308]"
"[134, 20.916505874279704, 0.18668974358974358]"
"[135, 20.91168497427459, 0.16731794871794872]"
"[136, 20.914864621041687, 0.17342564102564104]"
"[137, 20.916463659494305, 0.1826]"
"[138, 20.92242071012788, 0.1836051282051282]"
"[139, 20.92528751043956, 0.17134358974358974]"
"[140, 20.929218586171636, 0.18156923076923076]"
"[141, 20.930961465149885, 0.16626923076923078]"
"[142, 20.93914765916562, 0.17646153846153848]"
"[143, 20.944899199108555, 0.17546153846153847]"
"[144, 20.95025868101551, 0.16423076923076924]"
"[145, 20.958278499530838, 0.17442307692307693]"
"[146, 20.963741185039993, 0.17646153846153848]"
"[147, 20.96641036291789, 0.16008461538461538]"
"[148, 20.97118700602582, 0.1723846153846154]"
"[149, 20.97601510926301, 0.17646153846153848]"
"[150, 20.97629078520146, 0.18463333333333334]"
"[151, 20.97441487395862, 0.1652205128205128]"
"[152, 20.977180505516976, 0.17442307692307693]"
"[153, 20.98055321435868, 0.18053846153846154]"
"[154, 20.978183547309214, 0.1631794871794872]"
"[155, 20.98228996583914, 0.1723846153846154]"
"[156, 20.98234600553004, 0.18053846153846154]"
"[157, 20.986563466362185, 0.1836051282051282]"
"[158, 20.988473781107782, 0.1693025641025641]"
"[159, 20.993344825817946, 0.1785]"
"[160, 21.00096740300062, 0.1836051282051282]"
"[161, 21.00592604572784, 0.1683076923076923]"
"[162, 21.008737060398417, 0.17646153846153848]"
"[163, 21.01657883796108, 0.1836051282051282]"
"[164, 21.021115601670974, 0.1693025641025641]"
"[165, 21.024640885488896, 0.17442307692307693]"
"[166, 21.032592910534195, 0.18156923076923076]"
"[167, 21.039382492528045, 0.1836051282051282]"
"[168, 21.04389361635366, 0.1703025641025641]"
"[169, 21.047502613040187, 0.17442307692307693]"
"[170, 21.057463495364495, 0.18257692307692308]"
"[171, 21.058416712964398, 0.1693025641025641]"
"[172, 21.060027162782244, 0.17542564102564104]"
"[173, 21.064895744534297, 0.1785]"
"[174, 21.062743692186917, 0.16417179487179487]"
"[175, 21.06207989073972, 0.17134358974358974]"
"[176, 21.06351762982417, 0.1743897435897436]"
"[177, 21.066511923416638, 0.1795076923076923]"
"[178, 21.06318862513186, 0.17134358974358974]"
"[179, 21.064975989340134, 0.17134358974358974]"
"[180, 21.067907290182383, 0.1785]"
"[181, 21.06662180058174, 0.1693025641025641]"
"[182, 21.071061181323493, 0.1733846153846154]"
"[183, 21.07591562659886, 0.17646153846153848]"
"[184, 21.078430951384718, 0.18257692307692308]"
"[185, 21.08177620991827, 0.17134358974358974]"
"[186, 21.089809280375928, 0.1733846153846154]"
"[187, 21.098127645533854, 0.18053846153846154]"
"[188, 21.098368336735945, 0.1631794871794872]"
"[189, 21.104465855348963, 0.1733846153846154]"
"[190, 21.10968558186217, 0.17646153846153848]"
"[191, 21.104615773757413, 0.16008461538461538]"
"[192, 21.10784301521081, 0.17853333333333332]"
"[193, 21.10675450848296, 0.1683076923076923]"
"[194, 21.105404365704025, 0.1713076923076923]"
"[195, 21.10662233787697, 0.18463333333333334]"
"[196, 21.103331407068136, 0.16825897435897436]"
"[197, 21.099225598800036, 0.17746666666666666]"
"[198, 21.103056927720054, 0.1754]"
"[199, 21.10561778781467, 0.1836051282051282]"
"[200, 21.105220085287808, 0.1693025641025641]"
"[201, 21.111297843205218, 0.17234615384615384]"
"[202, 21.11579152657782, 0.17542564102564104]"
"[203, 21.113975716348484, 0.16312307692307693]"
"[204, 21.11770928340021, 0.17134358974358974]"
"[205, 21.12217659393225, 0.1733846153846154]"
"[206, 21.124383275894807, 0.1733846153846154]"
"[207, 21.122319084513926, 0.1610769230769231]"
"[208, 21.126553453631075, 0.1703025641025641]"
"[209, 21.1288280246844, 0.16825897435897436]"
"[210, 21.129944581018602, 0.1733846153846154]"
"[211, 21.134125977687038, 0.1795076923076923]"
"[212, 21.135984246805922, 0.16516923076923076]"
"[213, 21.13675226663221, 0.16926153846153846]"
"[214, 21.13806328504024, 0.17542564102564104]"
"[215, 21.142039894144265, 0.18154871794871794]"
"[216, 21.14076376914175, 0.18154871794871794]"
"[217, 21.14076053704176, 0.1703025641025641]"
"[218, 21.142720530770994, 0.17646153846153848]"
"[219, 21.138897279963974, 0.1569846153846154]"
"[220, 21.141032621406126, 0.1836051282051282]"
"[221, 21.14178172451581, 0.16825897435897436]"
"[222, 21.142794083634787, 0.1519102564102564]"
"[223, 21.145501503639544, 0.17746666666666666]"
"[224, 21.151216857361202, 0.18154871794871794]"
"[225, 21.15107022652757, 0.16621538461538463]"
"[226, 21.152832556620353, 0.1703025641025641]"
"[227, 21.160129419204473, 0.17646153846153848]"
"[228, 21.16509284371992, 0.1836051282051282]"
"[229, 21.165518560519217, 0.16621538461538463]"
"[230, 21.170549212692816, 0.1703025641025641]"
"[231, 21.174486559873536, 0.17646153846153848]"
"[232, 21.17618610571891, 0.1795076923076923]"
"[233, 21.178937268742253, 0.18257692307692308]"
"[234, 21.181104681687025, 0.16726153846153846]"
"[235, 21.177531839679407, 0.1733846153846154]"
"[236, 21.17843976083116, 0.17646153846153848]"
"[237, 21.18109424920079, 0.18154871794871794]"
"[238, 21.178430519549256, 0.16726153846153846]"
"[239, 21.179463340756385, 0.1733846153846154]"
"[240, 21.18182180171664, 0.1785]"
"[241, 21.184112515097688, 0.18053846153846154]"
"[242, 21.179881455240775, 0.16726153846153846]"
"[243, 21.18224609607609, 0.16926153846153846]"
"[244, 21.18628645830311, 0.17542564102564104]"
"[245, 21.18776873063256, 0.1795076923076923]"
"[246, 21.190298945616664, 0.1836051282051282]"
"[247, 21.19008907848754, 0.16726153846153846]"
"[248, 21.19135484095965, 0.1723846153846154]"
"[249, 21.195037771791725, 0.1826]"
"[250, 21.196867860364982, 0.1631794871794872]"
"[251, 21.195609901099342, 0.16726153846153846]"
"[252, 21.197346203849772, 0.17546153846153847]"
"[253, 21.199110212735583, 0.17542564102564104]"
"[254, 21.197351599552984, 0.1836051282051282]"
"[255, 21.194995953438905, 0.1652205128205128]"
"[256, 21.195469843105514, 0.1693025641025641]"
"[257, 21.194821383797272, 0.17442307692307693]"
"[258, 21.19452406063504, 0.17746666666666666]"
"[259, 21.197709981108297, 0.18053846153846154]"
"[260, 21.19823651544301, 0.1631794871794872]"
"[261, 21.199780685967422, 0.17134358974358974]"
"[262, 21.203532207947585, 0.17034615384615384]"
"[263, 21.208117054946946, 0.18257692307692308]"
"[264, 21.2109420554691, 0.18053846153846154]"
"[265, 21.212288448396464, 0.1631794871794872]"
"[266, 21.216739180345385, 0.1683076923076923]"
"[267, 21.218787273193914, 0.17442307692307693]"
"[268, 21.222276197661998, 0.17646153846153848]"
"[269, 21.227770054623722, 0.1836051282051282]"
"[270, 21.229195807450836, 0.1836051282051282]"
"[271, 21.231761394655436, 0.1683076923076923]"
"[272, 21.23676833194343, 0.17442307692307693]"
"[273, 21.240647743122885, 0.17953333333333332]"
"[274, 21.243518507527767, 0.1826]"
"[275, 21.244479816660704, 0.1631794871794872]"
"[276, 21.24778230281835, 0.16626923076923078]"
"[277, 21.247361459954632, 0.1683076923076923]"
"[278, 21.25232687019027, 0.17134358974358974]"
"[279, 21.255539042374732, 0.16621538461538463]"
"[1, 2.866444195562773, 0.1736102564102564]"
"[2, 3.738595880590743, 0.1807128205128205]"
